0,0.2009133,0.2061856,0.2061856,0.2061856,0.1904762,0.1933085,0,0.2009133,0.1842818,0.1967213,0.1967213,0.2061856,0.2009133,0,0,0,0,0.1733931,0.2009133,0.2061856,0.2009133,0.2009133,0.2352941,0.1880878,0.1860465,0.1880878,0.08433735,0.2009133,0.2009133,0.1933085,0.2553191,0.1933085,0,0,0,0.2352941,0.1880878,0.1706161,0,0,0.08099174,0,0,0,0.1733931,0,,,
0.1880878,0.1933085,0.1842818,0.1904762,0.2130178,0,0.1933085,0.1967213,0.1967213,0.1967213,0,0.1967213,0.1967213,0,0,0,0.2061856,0.1967213,0.3055556,0.1842818,0.1860465,0.2061856,0,0.1904762,0.1813843,0.2606383,0.2130178,0.1933085,0.2009133,0.1967213,0,0.09333333,0,0.1813843,0.1860465,0,0.2130178,0.2352941,0,0.1933085,0.1880878,0.1933085,0.1860465,0.2061856,0.2898551,,,,,
0.1967213,0.0990991,0.2009133,0.2061856,0.1967213,0,0.2061856,0,0.2009133,0,0.2061856,0.1860465,0.2606383,0.2009133,0.1880878,0.2606383,0,0.2061856,0,0.1860465,0.2130178,0.2606383,0.1967213,0,0.1904762,0.1904762,0.1880878,0.2061856,0.1842818,0.2606383,0.2606383,0.2352941,0.1933085,0.1904762,0.2009133,0.1880878,0,0.2553191,0,0.1967213,0,0.1967213,0.1967213,0.2606383,0.2352941,0.1860465,0.1904762,0.1880878,0.2352941,
0.2606383,0.2606383,0.1933085,0.2606383,0.2606383,0.2606383,0.2606383,0.2606383,0.2606383,0.2606383,0.2606383,0.2606383,0.1904762,0.2606383,0,0.2606383,0.2606383,0.2606383,0,0.2606383,0.2606383,0.1880878,0.2606383,0.2606383,0.1933085,0.2606383,0.2606383,0.2606383,0.2606383,0.2606383,0.2606383,0.1967213,0.2606383,0.2606383,0.2606383,0.2606383,0.3902439,0.2606383,0.2606383,0.1676647,0.2606383,0.2606383,0.2606383,0.2606383,0,0.3606256,0.2606383,0.2606383,,
0.3606256,0.2606383,0.3874644,0.2606383,0.1904762,0.2606383,0.2606383,0.3874644,0.4684513,0.1813843,0.3606256,0.4684513,0.2606383,0.2606383,0.2130178,0.2606383,0.2606383,0.2606383,0.2606383,0.2606383,0.2061856,0.2606383,0.5294118,0.2606383,0.3214286,0.2130178,0.4067797,0.3606256,0.2606383,0.2606383,0.2606383,0.2606383,0.3934426,0.2606383,0.2606383,0.2833334,0.3606256,0.6233766,0.2606383,0.2606383,0,0.3606256,0.4684513,0.3934426,0.2606383,0.2606383,0.3606256,0.2606383,0.3606256,0.2833334
0.6349207,0.1967213,0.2606383,0,0.2606383,0.3606256,0.3606256,0.3606256,0.4684513,0.08713693,0.2606383,0.0846395,0.2606383,0.3971631,0.4684513,0.4067797,0.3971631,0.4684513,0.2606383,0.3934426,0.2606383,0.2606383,0.2606383,0.1967213,0.1904762,0.2606383,0.3934426,0.3606256,0.2,0.2916667,0.2606383,0.2130178,0.6015038,0.4826255,0.2606383,0.2606383,0.3606256,0.2606383,0.08099174,0.2606383,0.5850747,0.2606383,0.2606383,0.4684513,0.2606383,0.2606383,0.2606383,0.3214286,0.2606383,0
0,0.08532424,0.3606256,0.2606383,0.2606383,0.4735376,0.2606383,0.1842818,0.1860465,0,0.2606383,0.2606383,0,0.2606383,0.3606256,0.2061856,0.1933085,0,0.2606383,0,0.4684513,0.2606383,0.5319149,0.4285714,0.08614233,0.3125,0.2352941,0,0.3,0.2606383,0.172043,0.2606383,0.2606383,0.6829268,0.2061856,0.2606383,0.3214286,0.2606383,0.2606383,0.08713693,0.2606383,0,0.2606383,0.1304348,0.2606383,0.2606383,0.2606383,0.3606256,0.3902439,0.3792325
0.5421687,0.2606383,0.2606383,0,0.2606383,0.3828715,0.3606256,0.2898551,0.2606383,0.2606383,0.2606383,0.2606383,0.2606383,0.3850268,0.2606383,0.2884616,0.2606383,0.2916667,0.5072464,0.2606383,0.2606383,0.2606383,0.2606383,0.3809524,0.6071429,0.2606383,0.3874644,0.3125,0.3971631,0,0.2606383,0.2606383,0.2606383,0.2606383,0.2,0.7424242,0.2606383,0.2352941,0.2606383,0.2606383,0.2606383,0,0.2606383,0,0.5319149,0.1860465,0.2606383,0.2606383,0.3606256,0.5072464
0.3902439,0.4684513,0.4067797,0.3870968,0.4210526,0.2606383,0.2130178,0,0.4166667,0.2606383,0.2009133,0.372093,0.2606383,0.4131455,0.3606256,0.2606383,0,0.375,0.1515152,0.3606256,0.2606383,0.3809524,0.3850268,0.2606383,0.2763158,0.2606383,0.4684513,0.2606383,0.2130178,0.3615819,0.2352941,0.2606383,0.2606383,0.3809524,0.2606383,0.2606383,0.6153846,0,0.2606383,0.2606383,0.3850268,0.2606383,0.2606383,0.2606383,0.2606383,0.2606383,0.3055556,0.3874644,0.2606383,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
