0.08496732,0.0846395,0.08532424,0
0.08614233,0.08405797,0.0877193,0.08713693
0.08571429,0.0877193,0.08532424,0.08661418
0.0846395,0.08532424,0.08379888,0.08661418
0.08532424,0.08496732,0,0.08713693
0.08614233,0.08496732,0.08661418,0.08614233
0.08405797,0.08532424,0.08571429,0.08614233
0.08532424,0.08099174,0.08661418,0.08405797
0.08661418,0.08661418,0.08614233,0.08099174
0.08496732,0.0846395,0.0846395,0.0877193
0.08614233,0.08379888,0.0846395,0.08661418
0.0846395,0.08496732,0.08614233,0.08532424
0.08496732,0.08496732,0.0877193,0.08379888
0.08837209,0.08994709,0.08496732,0.08571429
0.08614233,0.08433735,0.08379888,0.08571429
0.08661418,0.08571429,0.08405797,0.08837209
0.08571429,0.08433735,0.08571429,0.08713693
0.08405797,0.4684513,0.08713693,0.08614233
0.5850747,0.08661418,0.1676647,0.4684513
0.5850747,0.5835866,0.08405797,0.4684513
0.5850747,0.08614233,0.5850747,0.08355795
0.7116182,0.7116182,0.0846395,0.7116182
0.5850747,0.3606256,0.5850747,0.5850747
0.4684513,0.2606383,0.9876543,0.4669261
0.8179551,0.2606383,0.7929204,0.8494042
0.7116182,0.6927084,0.8508124,0.9666666
1,0.7029289,0.7124682,0.4684513
0.7031963,0.9714286,0.8104575,0.5779468
0.8263988,0.8525755,0.8379706,0.9577465
0.984127,0.6537843,1,0.6441718
0.8383234,0.9850746,0.9206349,0.7912088
0.9577465,0.9714286,0.6676923,0.4684513
0.952381,0.2642857,0.7173913,0.9230769
0.5123153,0.361809,0.8888889,0.9577465
0.8709677,0.9315069,0.9180328,0.8732394
0.9315069,0.9565218,0.9367088,0.7864823
0.9090909,0.8749999,0.9687499,0.7607363
0.798752,0.9538462,0.9677419,0.8823529
0.9894736,0.8200455,0.7632509,0.7764706
0.9450549,0.8985507,0.7575758,0.9565218
0.9787234,0.9677419,0.9677419,0.9677419
0.9565218,0.9677419,0.9894736,0.8297632
0.9213483,0.9677419,0.9333333,0.9565218
0.8200455,0.9565218,0.9677419,0.9787234
0.9894736,0.9787234,0.6939656,0.9787234
0.9450549,0.9333333,0.9333333,0.9894736
0.9787234,0.8297632,0.9894736,0.7896592
0.9677419,0.9213483,0.6681465,0.9787234
0.9333333,0.8200455,0.8200455,0.9450549
0.9677419,0.9333333,0.9565218,0.8494042
0.9677419,0.9565218,0.9787234,0.9894736
0.9565218,0.9677419,0.9450549,0.7150538
0.9894736,0.5952381,0.9677419,0.9487179
0.7790974,0.7608983,0.5806452,0.9090909
0.8101266,0.7191781,0.8516129,0.9333333
0.9894736,0.9894736,0.7185431,0.9677419
0.8,0.3606256,0.9787234,0.8297632
0.9894736,0.4684513,0.8297632,0.9894736
1,0.7683073,0.8297632,0.9677419
0.9565218,0.9565218,0.8101266,0.9894736
0.9677419,0.9450549,0.7572816,0.8
0.9565218,0.8101266,0.9565218,0.8200455
0.8101266,0.8101266,0.9787234,0.9894736
0.9450549,0.9677419,0.7683073,0.9787234
0.9787234,0.8,0.8101266,0.9787234
0.8,0.9677419,0.9450549,0.9787234
0.8200455,0.3675676,0.9450549,0.7896592
0.8200455,0.6050421,0.9565218,0.9565218
0.8101266,0.6,0.9450549,1
0.9787234,0.9677419,0.5986395,0.8297632
0.8297632,0.4067797,0.5663717,0.6013072
0.9090909,0.9894736,0.7193676,0.724138
0.8392857,0.425532,0.705036,0.8571429
0.7896592,0.8200455,0.9894736,0.9565218
0.9565218,0.9090909,0.8392857,0.9565218
0.9450549,0.9787234,0.9213483,0.9787234
0.9333333,0.9210526,0.7683073,0.9565218
0.9333333,0.925,0.7790974,0.8181818
0.9787234,0.88,0.9315069,0.640646
0.9787234,0.9350649,0.9315069,0.9882353
0.9090909,0.6769231,0.9782608,0.9041097
0.8200455,0.7896592,0.9333333,0.9189189
0.7799442,0.8656716,0.8974359,0.774584
0.9333333,0.8571429,0.6727273,0.8433735
0.7607363,0.8837209,0.9333333,0.8376964
0.9113924,0.774584,0.6820027,0.8542094
0.9333333,0.7791304,0.7492447,0.8732394
0.925,0.7350689,0.6330749,0.774584
0.8888889,0.8493151,0.7630402,0.6601942
0.9230769,0.7350689,0.88,0.6488764
0.9534883,0.7909605,0.9275362,0.8985507
0.6131387,0.7350689,0.7630402,0.5705329
0.7909605,0.7652174,0.8823529,0.8823529
0.8823529,0.9638554,0.9577465,0.8888889
0.813154,0.6884273,0.9041097,0.8695652
0.720497,0.6422019,0.9589041,0.9230769
0.8493151,0.8695652,0.7830342,0.8767123
0.7350689,0.5909091,0.7652174,0.8955224
0.8823529,0.9459459,0.5850747,0.8985507
0.9565217,0.6156029,0.8684211,0.975
0.8674698,0.7725857,0.7318612,0.7361299
0.5650224,0.6294278,0.7264151,0.8705882
0.8965518,0.6595745,0.6312139,0.9090909
0.9450549,0.9333333,0.8433735,0.9090909
0.8433735,0.9333333,0.8965518,0.9565218
0.8292683,0.8433735,0.6591928,0.8292683
0.9090909,0.9333333,0.9677419,0.6314152
0.7460123,0.7106599,0.9090909,0.8200455
0.6857143,0.8,0.4495505,0.9565218
0.9333333,0.7460123,0.8965518,0.44
0.9333333,0.4489338,0.9333333,0.6214953
0.7572816,0.3970224,0.7227102,0.6681465
0.9333333,0.7683073,0.4698795,0.9333333
0.9090909,0.8372093,0.7572816,0.4684513
0.9213483,0.5882353,0.5850747,0.7132702
0.9565218,0.8200455,0.4684513,0.4700855
0.9213483,0.7121212,0.679818,0.7116182
0.7344913,0.4684513,0.4704596,0.4700855
0.7227102,0.7106599,0.8965518,0.5882353
0.9090909,0.5870308,0.9677419,0.9213483
0.7572816,0.7460123,0.7167236,0.9677419
0.9213483,0.7790974,0.8965518,0.5850747
0.7572816,0.7790974,0.7460123,0.984127
0.9230769,0.9090909,0.9859155,0.8059701
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
0.08496732,,,
0.0846395,,,
0.08532424,,,
0,,,
0.08614233,,,
0.08405797,,,
0.0877193,,,
0.08713693,,,
0.08571429,,,
0.0877193,,,
0.08532424,,,
0.08661418,,,
0.0846395,,,
0.08532424,,,
0.08379888,,,
0.08661418,,,
0.08532424,,,
0.08496732,,,
0,,,
0.08713693,,,
0.08614233,,,
0.08496732,,,
0.08661418,,,
0.08614233,,,
0.08405797,,,
0.08532424,,,
0.08571429,,,
0.08614233,,,
0.08532424,,,
0.08099174,,,
0.08661418,,,
0.08405797,,,
0.08661418,,,
0.08661418,,,
0.08614233,,,
0.08099174,,,
0.08496732,,,
0.0846395,,,
0.0846395,,,
0.0877193,,,
0.08614233,,,
0.08379888,,,
0.0846395,,,
0.08661418,,,
0.0846395,,,
0.08496732,,,
0.08614233,,,
0.08532424,,,
0.08496732,,,
0.08496732,,,
0.0877193,,,
0.08379888,,,
0.08837209,,,
0.08994709,,,
0.08496732,,,
0.08571429,,,
0.08614233,,,
0.08433735,,,
0.08379888,,,
0.08571429,,,
0.08661418,,,
0.08571429,,,
0.08405797,,,
0.08837209,,,
0.08571429,,,
0.08433735,,,
0.08571429,,,
0.08713693,,,
0.08405797,,,
0.4684513,,,
0.08713693,,,
0.08614233,,,
0.5850747,,,
0.08661418,,,
0.1676647,,,
0.4684513,,,
0.5850747,,,
0.5835866,,,
0.08405797,,,
0.4684513,,,
0.5850747,,,
0.08614233,,,
0.5850747,,,
0.08355795,,,
0.7116182,,,
0.7116182,,,
0.0846395,,,
0.7116182,,,
0.5850747,,,
0.3606256,,,
0.5850747,,,
0.5850747,,,
0.4684513,,,
0.2606383,,,
0.9876543,,,
0.4669261,,,
0.8179551,,,
0.2606383,,,
0.7929204,,,
0.8494042,,,
0.7116182,,,
0.6927084,,,
0.8508124,,,
0.9666666,,,
1,,,
0.7029289,,,
0.7124682,,,
0.4684513,,,
0.7031963,,,
0.9714286,,,
0.8104575,,,
0.5779468,,,
0.8263988,,,
0.8525755,,,
0.8379706,,,
0.9577465,,,
0.984127,,,
0.6537843,,,
1,,,
0.6441718,,,
0.8383234,,,
0.9850746,,,
0.9206349,,,
0.7912088,,,
0.9577465,,,
0.9714286,,,
0.6676923,,,
0.4684513,,,
0.952381,,,
0.2642857,,,
0.7173913,,,
0.9230769,,,
0.5123153,,,
0.361809,,,
0.8888889,,,
0.9577465,,,
0.8709677,,,
0.9315069,,,
0.9180328,,,
0.8732394,,,
0.9315069,,,
0.9565218,,,
0.9367088,,,
0.7864823,,,
0.9090909,,,
0.8749999,,,
0.9687499,,,
0.7607363,,,
0.798752,,,
0.9538462,,,
0.9677419,,,
0.8823529,,,
0.9894736,,,
0.8200455,,,
0.7632509,,,
0.7764706,,,
0.9450549,,,
0.8985507,,,
0.7575758,,,
0.9565218,,,
0.9787234,,,
0.9677419,,,
0.9677419,,,
0.9677419,,,
0.9565218,,,
0.9677419,,,
0.9894736,,,
0.8297632,,,
0.9213483,,,
0.9677419,,,
0.9333333,,,
0.9565218,,,
0.8200455,,,
0.9565218,,,
0.9677419,,,
0.9787234,,,
0.9894736,,,
0.9787234,,,
0.6939656,,,
0.9787234,,,
0.9450549,,,
0.9333333,,,
0.9333333,,,
0.9894736,,,
0.9787234,,,
0.8297632,,,
0.9894736,,,
0.7896592,,,
0.9677419,,,
0.9213483,,,
0.6681465,,,
0.9787234,,,
0.9333333,,,
0.8200455,,,
0.8200455,,,
0.9450549,,,
0.9677419,,,
0.9333333,,,
0.9565218,,,
0.8494042,,,
0.9677419,,,
0.9565218,,,
0.9787234,,,
0.9894736,,,
0.9565218,,,
0.9677419,,,
0.9450549,,,
0.7150538,,,
0.9894736,,,
0.5952381,,,
0.9677419,,,
0.9487179,,,
0.7790974,,,
0.7608983,,,
0.5806452,,,
0.9090909,,,
0.8101266,,,
0.7191781,,,
0.8516129,,,
0.9333333,,,
0.9894736,,,
0.9894736,,,
0.7185431,,,
0.9677419,,,
0.8,,,
0.3606256,,,
0.9787234,,,
0.8297632,,,
0.9894736,,,
0.4684513,,,
0.8297632,,,
0.9894736,,,
1,,,
0.7683073,,,
0.8297632,,,
0.9677419,,,
0.9565218,,,
0.9565218,,,
0.8101266,,,
0.9894736,,,
0.9677419,,,
0.9450549,,,
0.7572816,,,
0.8,,,
0.9565218,,,
0.8101266,,,
0.9565218,,,
0.8200455,,,
0.8101266,,,
0.8101266,,,
0.9787234,,,
0.9894736,,,
0.9450549,,,
0.9677419,,,
0.7683073,,,
0.9787234,,,
0.9787234,,,
0.8,,,
0.8101266,,,
0.9787234,,,
0.8,,,
0.9677419,,,
0.9450549,,,
0.9787234,,,
0.8200455,,,
0.3675676,,,
0.9450549,,,
0.7896592,,,
0.8200455,,,
0.6050421,,,
0.9565218,,,
0.9565218,,,
0.8101266,,,
0.6,,,
0.9450549,,,
1,,,
0.9787234,,,
0.9677419,,,
0.5986395,,,
0.8297632,,,
0.8297632,,,
0.4067797,,,
0.5663717,,,
0.6013072,,,
0.9090909,,,
0.9894736,,,
0.7193676,,,
0.724138,,,
0.8392857,,,
0.425532,,,
0.705036,,,
0.8571429,,,
0.7896592,,,
0.8200455,,,
0.9894736,,,
0.9565218,,,
0.9565218,,,
0.9090909,,,
0.8392857,,,
0.9565218,,,
0.9450549,,,
0.9787234,,,
0.9213483,,,
0.9787234,,,
0.9333333,,,
0.9210526,,,
0.7683073,,,
0.9565218,,,
0.9333333,,,
0.925,,,
0.7790974,,,
0.8181818,,,
0.9787234,,,
0.88,,,
0.9315069,,,
0.640646,,,
0.9787234,,,
0.9350649,,,
0.9315069,,,
0.9882353,,,
0.9090909,,,
0.6769231,,,
0.9782608,,,
0.9041097,,,
0.8200455,,,
0.7896592,,,
0.9333333,,,
0.9189189,,,
0.7799442,,,
0.8656716,,,
0.8974359,,,
0.774584,,,
0.9333333,,,
0.8571429,,,
0.6727273,,,
0.8433735,,,
0.7607363,,,
0.8837209,,,
0.9333333,,,
0.8376964,,,
0.9113924,,,
0.774584,,,
0.6820027,,,
0.8542094,,,
0.9333333,,,
0.7791304,,,
0.7492447,,,
0.8732394,,,
0.925,,,
0.7350689,,,
0.6330749,,,
0.774584,,,
0.8888889,,,
0.8493151,,,
0.7630402,,,
0.6601942,,,
0.9230769,,,
0.7350689,,,
0.88,,,
0.6488764,,,
0.9534883,,,
0.7909605,,,
0.9275362,,,
0.8985507,,,
0.6131387,,,
0.7350689,,,
0.7630402,,,
0.5705329,,,
0.7909605,,,
0.7652174,,,
0.8823529,,,
0.8823529,,,
0.8823529,,,
0.9638554,,,
0.9577465,,,
0.8888889,,,
0.813154,,,
0.6884273,,,
0.9041097,,,
0.8695652,,,
0.720497,,,
0.6422019,,,
0.9589041,,,
0.9230769,,,
0.8493151,,,
0.8695652,,,
0.7830342,,,
0.8767123,,,
0.7350689,,,
0.5909091,,,
0.7652174,,,
0.8955224,,,
0.8823529,,,
0.9459459,,,
0.5850747,,,
0.8985507,,,
0.9565217,,,
0.6156029,,,
0.8684211,,,
0.975,,,
0.8674698,,,
0.7725857,,,
0.7318612,,,
0.7361299,,,
0.5650224,,,
0.6294278,,,
