0.1676647,0.1676647,0.1676647,0.1676647,0.08099174,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.492228,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0,0.1676647,0.2606383,0.1676647,0.1676647,0.1676647,0,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0,0,0,0,0,0,0,0,0.0877193,0.0877193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4883721,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.08099174,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.2606383,0.1676647,0.08099174,0.1676647,0.1676647,0.1676647,0.2606383,0,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.3776824,0.1676647,0.1676647,0.08614233,0.1676647,0.1676647,0.1676647,0.08099174,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.4867257,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.2606383,0.1676647,0.2606383,0.1676647,0.1676647,0,0.08099174,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4883721,0.1676647,0.1676647,0.1709402,0.81471,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.3828715,0.1676647,0.2606383,0.1676647,0.2606383,0.1676647,0.1676647,0.3874644,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.3792325,0.1676647,0.483871,0.2606383,0.1676647,0.1676647,0.2606383,0.1676647,0.1676647,0.1842818,0.3792325,0.1676647,0.08099174,0.1676647,0.2606383,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.08099174,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6695652,0.2606383,0.1676647,0.1676647,0.1676647,0.5333334,0.2606383,0.483871,0.08099174,0.1676647,0.1676647,0.08099174,0.2606383,0.1676647,0.1676647,0.1676647,0.4883721,0.1676647,0.1709402,0.1676647,0.1676647,0.1676647,0.2833334,0.4945055,0.1676647,0.477707,0.1676647,0.1676647,0.1676647,0.08099174,0.2606383,0.1676647,0.1676647,0.1676647,0.1676647,0.1676647,0.2606383,0.2631579,0.1676647,0.4901961,0.1676647,0.3902439,0.2606383,0.1676647,0.1676647,0.1676647,0.1676647,0.2606383,0.1676647,0.3874644,0.1676647,0.1676647,0.2606383,0.1676647,0.1676647,0.1676647,0.3828715,0.1676647,0.3792325,0.1676647,0.1676647,0.3692308,0.1676647,0.1676647,0.1676647,0,0,0,0,0.08571429,,,,,,,,,,,,,,,,,,,,,,,,,
0.5391304,0.1676647,0.3902439,0,0.1676647,0.1676647,0.1676647,0.3614931,0.1676647,0.1712846,0.08099174,0.1676647,0.4901961,0.1676647,0.1676647,0.1676647,0.1676647,0.4867257,0.2606383,0.1676647,0.2606383,0.3738318,0.492891,0.1676647,0.3762781,0.28125,0.1676647,0.8717949,0.3776824,0.1676647,0.4867257,0.2606383,0.3874644,0.6043166,0.08099174,0.1676647,0.2628205,0.1676647,0.2727273,0.0846395,0.4901961,0.1676647,0.1676647,0.1676647,0.4883721,0.1676647,0.1676647,0.2606383,0.631579,0.2606383,0.7147147,0.1676647,0.1676647,0.1676647,0.08099174,0.1764706,0.1700224,0.5,0.3738318,0.1676647,0.2621951,0.483871,0.2606383,0.08099174,0.1676647,0.1676647,0.1676647,0.1676647,0.2606383,0.2606383,0,0.08099174,0,0,0,,,,,,,,,,,,,,,,,,,,
0.8674698,0.2606383,0.3850268,0.08099174,0.3606256,0.3934426,0.1676647,0.1676647,0.2606383,0.1676647,0.4945055,0.4852321,0.3971631,0.1676647,0.1676647,0.5,0.631579,0.8947369,0.2606383,0.1676647,0.2606383,0.1676647,0.1781377,0.8226951,0.2916667,0.2606383,0.55,0.4691358,0.1676647,0.4867257,0.4945055,0.1676647,0.1676647,0.08099174,0.7791304,0.4814815,0.08099174,0.6631579,0.2606383,0.2606383,0.5463415,0.1676647,0.492228,0.4901961,0.1676647,0.5910736,0.08099174,0.1676647,0.3708609,0.7829788,0.1676647,0.1676647,0.2606383,0.2616279,0.2606383,0.492228,0.6853378,0.3792325,0.1676647,0.4785479,0.6722338,0.1676647,0.1676647,0.2606383,0.08099174,0.492228,0.2606383,0.1676647,0.28125,0.1676647,0.1676647,0.1676647,0.2606383,0.4794521,0.1304348,0.08571429,0.08099174,0.08099174,0.08099174,,,,,,,,,,,,,,,,
0.640884,0.8888889,0.6289063,0.5938303,0.4459692,0.9090909,0.7890411,0.6064982,0.6216697,0.6601942,0.637744,0.7413128,0.6686568,0.6791863,0.5242718,0.6268657,0.5258216,0.6312139,0.4914676,0.715655,0.7848102,0.9565218,0.6064982,0.5938303,0.8837209,0.5862069,0.6243568,0.774584,0.9302326,0.6897811,0.7291667,0.8083624,0.7460123,0.8094435,0.691358,0.85,0.6449137,0.525,0.7460123,0.6783626,0.6334842,0.6590585,0.5896415,0.6216697,0.6488414,0.6127946,0.6231455,0.6893939,0.6785137,0.516129,0.7635575,0.7945206,0.5794393,0.9090909,0.9450549,0.8094118,0.6904762,0.6537843,0.6644068,0.4562738,0,0.4827586,0.9438202,0.6676923,0.52349,0.7342995,0.6631579,0.8239202,0.7811449,0.7042254,0.6537843,0.4562738,0.6820027,0.6777963,0.6644068,0.9565218,0.8607595,0.8375452,0.6644068,0.6354319,0,0.08099174,0.09333333,0,0,,,,,,,,,,
0.9677419,0.8123077,0.7572816,0.7022412,0.6500567,0.6686568,0.7896592,0.7434944,0.9090909,0.9565218,0.5445026,0.7209705,0.9565218,0.8101266,0.7848102,0.7799442,0.5179856,0.48,0.8072072,0.7874016,0.6770294,0.7344913,0.7460123,0.7387863,0.8965518,0.9090909,0.5189189,0.8780488,0.6464156,0.631579,0.7790974,0.7572816,0.679818,0.8297632,0.7683073,0.4811716,0.6187845,0.5692884,0.9450549,0.7034035,0.6214953,0.6666666,0.6655738,0.5797101,0.6758621,0.7790974,0.7884615,0.6131387,0.3524904,0.8139535,0.7227102,0.6449137,0.7473461,0.7263017,0.8115942,0.6441718,0.7344913,0.8915663,0.4325033,0.6,0.7460123,0.7683073,0.6064982,0.7929204,0.7291667,0.967033,0.6631579,0.8233277,0.7413128,0.5549133,0.6907895,0.3611912,0.6791863,0.9210526,0.1568627,0.7486631,0.9894736,0.6023468,0.6644068,0.9195402,0.7582939,0.9213483,0.6897811,0.7647799,0.7830342,0,0,0.08099174,0,,,,,,
0.9069768,0.9565218,0.7173913,0.7894737,0.6182966,0.8200455,0.9438202,0.9333333,0.9195402,0.9450549,0.8915663,0.9450549,0.9156627,0.7683073,0.7896592,0.7761194,0.8486188,0.9565218,0.7896592,0.9425287,0.8190476,0.9213483,0.9565218,0.7197943,0.8212928,0.6591928,0.8579088,0.7790974,0.7027819,0.8965518,0.7683073,0.8101266,0.7572816,0.9156627,0.7959183,0.9438202,0.9213483,0.8,0.8915663,0.9090909,0.8965518,0.9782608,0.9333333,0.4067797,0.7683073,1,0.9787234,0.7665848,0.9565218,0.8200455,0.7980536,0.9438202,0.9333333,0.967033,0.9333333,0.9565218,0.9195402,0.9677419,0.9333333,0.9047619,0.6552262,0.8,0.8837209,0.9213483,0.967033,0.9382716,0.7761194,0.7672778,0.7980536,0.9450549,0.9565218,0.9756097,0.8101266,0.8101266,0.7790974,0.9565218,0.9318182,0.9333333,0.7380952,0.7896592,0.9333333,0.9425287,0.7896592,0.8101266,0.9213483,0.9777778,0.5384616,0.9555556,0.5794393,0.8450704,0,0,0,0.08099174,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
